university,course_name,annual_fees,admission_mode,duration
University of West Virginia,MBA,43252,GMAT/GRE/Entrance,2 years
University of West Virginia,BBA,12873,Merit Based,3 or 4 years
University of West Virginia,B.Sc Physics,12065,Merit Based,3 or 4 years
Miami International University,BBA,21656,Merit Based,3 or 4 years
Miami International University,B.Sc Physics,12890,Merit Based,3 or 4 years
Miami International University,M.Sc Data Science,30863,Entrance/GRE,2 years
Miami International University,B.Tech Computer Science,19253,Entrance Exam,4 years
Minnesota Global University,BBA,10873,Merit Based,3 or 4 years
Minnesota Global University,MD / Medical Degree,58504,MCAT/Equivalent,5+ years
Minnesota Global University,M.Sc Data Science,30721,Entrance/GRE,2 years
Minnesota Global University,MS Artificial Intelligence,30790,Entrance Exam,2 years
Minnesota Global University,B.Sc Physics,13082,Merit Based,3 or 4 years
Arizona A&M,M.Sc Data Science,30558,Entrance/GRE,2 years
Arizona A&M,MBA,27386,GMAT/GRE/Entrance,2 years
Arizona A&M,B.A. Economics,11012,Merit Based,3 or 4 years
University of Ohio,M.Sc Data Science,27064,Entrance/GRE,2 years
University of Ohio,B.A. Economics,12761,Merit Based,3 or 4 years
University of Ohio,MBA,28386,GMAT/GRE/Entrance,2 years
University of Ohio,MD / Medical Degree,41448,MCAT/Equivalent,5+ years
Arizona State University,B.Sc Physics,8948,Merit Based,3 or 4 years
Arizona State University,BBA,18674,Merit Based,3 or 4 years
Arizona State University,B.A. Economics,16238,Merit Based,3 or 4 years
Arizona State University,M.Sc Data Science,24475,Entrance/GRE,2 years
Baltimore Tech,B.A. Economics,13167,Merit Based,3 or 4 years
Baltimore Tech,M.Sc Data Science,32746,Entrance/GRE,2 years
Baltimore Tech,MS Artificial Intelligence,17713,Entrance Exam,2 years
Baltimore Tech,MBA,24406,GMAT/GRE/Entrance,2 years
University of Missouri,MD / Medical Degree,66338,MCAT/Equivalent,5+ years
University of Missouri,B.Sc Physics,15537,Merit Based,3 or 4 years
University of Missouri,MS Artificial Intelligence,16088,Entrance Exam,2 years
University of Missouri,B.Tech Computer Science,28869,Entrance Exam,4 years
Kentucky A&M,B.Sc Physics,8811,Merit Based,3 or 4 years
Kentucky A&M,MBA,35684,GMAT/GRE/Entrance,2 years
Kentucky A&M,BBA,18801,Merit Based,3 or 4 years
Iowa International University,MD / Medical Degree,69682,MCAT/Equivalent,5+ years
Iowa International University,M.Sc Data Science,24028,Entrance/GRE,2 years
Iowa International University,MBA,21521,GMAT/GRE/Entrance,2 years
Alabama State University,M.Sc Data Science,25795,Entrance/GRE,2 years
Alabama State University,B.A. Economics,15919,Merit Based,3 or 4 years
Alabama State University,MBA,20622,GMAT/GRE/Entrance,2 years
Alabama State University,MD / Medical Degree,41592,MCAT/Equivalent,5+ years
University of Indianapolis,MBA,48907,GMAT/GRE/Entrance,2 years
University of Indianapolis,M.Sc Data Science,14930,Entrance/GRE,2 years
University of Indianapolis,B.Sc Physics,14845,Merit Based,3 or 4 years
Hawaii Institute of Technology,M.Sc Data Science,26916,Entrance/GRE,2 years
Hawaii Institute of Technology,B.Sc Physics,15560,Merit Based,3 or 4 years
Hawaii Institute of Technology,B.A. Economics,17384,Merit Based,3 or 4 years
Hawaii Institute of Technology,MD / Medical Degree,52153,MCAT/Equivalent,5+ years
Wyoming State University,B.Tech Computer Science,19690,Entrance Exam,4 years
Wyoming State University,B.A. Economics,18440,Merit Based,3 or 4 years
Wyoming State University,MBA,32470,GMAT/GRE/Entrance,2 years
University of Louisville,MBA,42650,GMAT/GRE/Entrance,2 years
University of Louisville,BBA,17738,Merit Based,3 or 4 years
University of Louisville,B.Sc Physics,17019,Merit Based,3 or 4 years
University of Jacksonville,MBA,47163,GMAT/GRE/Entrance,2 years
University of Jacksonville,B.Sc Physics,10003,Merit Based,3 or 4 years
University of Jacksonville,MS Artificial Intelligence,15873,Entrance Exam,2 years
University of Jacksonville,BBA,15625,Merit Based,3 or 4 years
University of New Jersey,MBA,31914,GMAT/GRE/Entrance,2 years
University of New Jersey,MS Artificial Intelligence,27745,Entrance Exam,2 years
University of New Jersey,BBA,20456,Merit Based,3 or 4 years
Rhode Island Global University,MD / Medical Degree,66810,MCAT/Equivalent,5+ years
Rhode Island Global University,BBA,14718,Merit Based,3 or 4 years
Rhode Island Global University,B.A. Economics,9947,Merit Based,3 or 4 years
Rhode Island Global University,M.Sc Data Science,22596,Entrance/GRE,2 years
Missouri Institute of Technology,B.Tech Computer Science,16926,Entrance Exam,4 years
Missouri Institute of Technology,B.A. Economics,14880,Merit Based,3 or 4 years
Missouri Institute of Technology,B.Sc Physics,8437,Merit Based,3 or 4 years
University of California,BBA,19032,Merit Based,3 or 4 years
University of California,M.Sc Data Science,14253,Entrance/GRE,2 years
University of California,B.Tech Computer Science,29106,Entrance Exam,4 years
University of California,MD / Medical Degree,57961,MCAT/Equivalent,5+ years
Omaha State University,BBA,19515,Merit Based,3 or 4 years
Omaha State University,M.Sc Data Science,28284,Entrance/GRE,2 years
Omaha State University,MBA,40176,GMAT/GRE/Entrance,2 years
University of Utah,BBA,22111,Merit Based,3 or 4 years
University of Utah,B.A. Economics,20955,Merit Based,3 or 4 years
University of Utah,M.Sc Data Science,23083,Entrance/GRE,2 years
University of Utah,B.Sc Physics,10002,Merit Based,3 or 4 years
University of Utah,MS Artificial Intelligence,29704,Entrance Exam,2 years
Maine International University,MD / Medical Degree,32813,MCAT/Equivalent,5+ years
Maine International University,B.Sc Physics,15995,Merit Based,3 or 4 years
Maine International University,MBA,25080,GMAT/GRE/Entrance,2 years
University of South Carolina,MBA,25547,GMAT/GRE/Entrance,2 years
University of South Carolina,B.Sc Physics,16880,Merit Based,3 or 4 years
University of South Carolina,MS Artificial Intelligence,14884,Entrance Exam,2 years
University of Las Vegas,B.A. Economics,11724,Merit Based,3 or 4 years
University of Las Vegas,B.Tech Computer Science,22223,Entrance Exam,4 years
University of Las Vegas,BBA,21549,Merit Based,3 or 4 years
University of Las Vegas,B.Sc Physics,15937,Merit Based,3 or 4 years
California State University,BBA,17808,Merit Based,3 or 4 years
California State University,B.Sc Physics,12866,Merit Based,3 or 4 years
California State University,B.Tech Computer Science,16414,Entrance Exam,4 years
University of Delaware,B.Tech Computer Science,19293,Entrance Exam,4 years
University of Delaware,B.Sc Physics,15965,Merit Based,3 or 4 years
University of Delaware,MBA,40798,GMAT/GRE/Entrance,2 years
University of Oakland,B.Sc Physics,11455,Merit Based,3 or 4 years
University of Oakland,B.A. Economics,10540,Merit Based,3 or 4 years
University of Oakland,M.Sc Data Science,18253,Entrance/GRE,2 years
University of Oakland,MBA,40035,GMAT/GRE/Entrance,2 years
University of Oakland,BBA,24065,Merit Based,3 or 4 years
San Antonio Institute of Technology,BBA,10500,Merit Based,3 or 4 years
San Antonio Institute of Technology,B.Tech Computer Science,26039,Entrance Exam,4 years
San Antonio Institute of Technology,MBA,25646,GMAT/GRE/Entrance,2 years
University of New York,M.Sc Data Science,24333,Entrance/GRE,2 years
University of New York,B.Tech Computer Science,29584,Entrance Exam,4 years
University of New York,MS Artificial Intelligence,14964,Entrance Exam,2 years
University of New York,MBA,27428,GMAT/GRE/Entrance,2 years
University of New York,BBA,10029,Merit Based,3 or 4 years
University of Tulsa,B.A. Economics,14576,Merit Based,3 or 4 years
University of Tulsa,MD / Medical Degree,49503,MCAT/Equivalent,5+ years
University of Tulsa,MS Artificial Intelligence,14906,Entrance Exam,2 years
University of Tulsa,B.Sc Physics,14056,Merit Based,3 or 4 years
Minnesota State University,M.Sc Data Science,25548,Entrance/GRE,2 years
Minnesota State University,B.Sc Physics,13625,Merit Based,3 or 4 years
Minnesota State University,MD / Medical Degree,51999,MCAT/Equivalent,5+ years
University of Indiana,B.Tech Computer Science,24277,Entrance Exam,4 years
University of Indiana,M.Sc Data Science,21694,Entrance/GRE,2 years
University of Indiana,BBA,24188,Merit Based,3 or 4 years
University of Indiana,MBA,22157,GMAT/GRE/Entrance,2 years
Las Vegas State University,MD / Medical Degree,52509,MCAT/Equivalent,5+ years
Las Vegas State University,B.A. Economics,13087,Merit Based,3 or 4 years
Las Vegas State University,B.Tech Computer Science,21048,Entrance Exam,4 years
University of Florida,B.Sc Physics,10603,Merit Based,3 or 4 years
University of Florida,M.Sc Data Science,19007,Entrance/GRE,2 years
University of Florida,B.Tech Computer Science,22291,Entrance Exam,4 years
University of Florida,BBA,18687,Merit Based,3 or 4 years
University of Florida,MD / Medical Degree,40858,MCAT/Equivalent,5+ years
South Dakota State University,MBA,34651,GMAT/GRE/Entrance,2 years
South Dakota State University,B.A. Economics,16900,Merit Based,3 or 4 years
South Dakota State University,BBA,10910,Merit Based,3 or 4 years
South Dakota State University,MD / Medical Degree,65485,MCAT/Equivalent,5+ years
South Dakota State University,MS Artificial Intelligence,20935,Entrance Exam,2 years
Memphis State University,MS Artificial Intelligence,31399,Entrance Exam,2 years
Memphis State University,B.A. Economics,21332,Merit Based,3 or 4 years
Memphis State University,M.Sc Data Science,19638,Entrance/GRE,2 years
Memphis State University,B.Tech Computer Science,19519,Entrance Exam,4 years
Memphis State University,B.Sc Physics,10891,Merit Based,3 or 4 years
Michigan State University,MD / Medical Degree,65488,MCAT/Equivalent,5+ years
Michigan State University,M.Sc Data Science,29271,Entrance/GRE,2 years
Michigan State University,MS Artificial Intelligence,17921,Entrance Exam,2 years
Michigan State University,B.Tech Computer Science,22449,Entrance Exam,4 years
University of Minnesota,MD / Medical Degree,65379,MCAT/Equivalent,5+ years
University of Minnesota,B.A. Economics,11787,Merit Based,3 or 4 years
University of Minnesota,B.Tech Computer Science,29832,Entrance Exam,4 years
University of Minnesota,MS Artificial Intelligence,17752,Entrance Exam,2 years
University of Minnesota,M.Sc Data Science,21181,Entrance/GRE,2 years
Philadelphia State University,MS Artificial Intelligence,19104,Entrance Exam,2 years
Philadelphia State University,MBA,21064,GMAT/GRE/Entrance,2 years
Philadelphia State University,MD / Medical Degree,47161,MCAT/Equivalent,5+ years
Delaware A&M,B.Tech Computer Science,19653,Entrance Exam,4 years
Delaware A&M,MD / Medical Degree,68858,MCAT/Equivalent,5+ years
Delaware A&M,MBA,32868,GMAT/GRE/Entrance,2 years
Delaware A&M,BBA,11018,Merit Based,3 or 4 years
New Jersey State University,MS Artificial Intelligence,30686,Entrance Exam,2 years
New Jersey State University,MD / Medical Degree,45557,MCAT/Equivalent,5+ years
New Jersey State University,MBA,29158,GMAT/GRE/Entrance,2 years
New Jersey State University,M.Sc Data Science,33946,Entrance/GRE,2 years
Fort Worth State University,M.Sc Data Science,16421,Entrance/GRE,2 years
Fort Worth State University,B.Tech Computer Science,29486,Entrance Exam,4 years
Fort Worth State University,MBA,29543,GMAT/GRE/Entrance,2 years
Fort Worth State University,BBA,11705,Merit Based,3 or 4 years
Denver Tech,M.Sc Data Science,18656,Entrance/GRE,2 years
Denver Tech,MD / Medical Degree,44770,MCAT/Equivalent,5+ years
Denver Tech,B.A. Economics,16799,Merit Based,3 or 4 years
Denver Tech,MS Artificial Intelligence,28061,Entrance Exam,2 years
Denver Tech,BBA,11329,Merit Based,3 or 4 years
University of Kentucky,MD / Medical Degree,63484,MCAT/Equivalent,5+ years
University of Kentucky,MS Artificial Intelligence,23315,Entrance Exam,2 years
University of Kentucky,MBA,24829,GMAT/GRE/Entrance,2 years
University of Kentucky,BBA,10418,Merit Based,3 or 4 years
University of Kentucky,M.Sc Data Science,16235,Entrance/GRE,2 years
Indiana Global University,B.A. Economics,15732,Merit Based,3 or 4 years
Indiana Global University,B.Sc Physics,17497,Merit Based,3 or 4 years
Indiana Global University,MD / Medical Degree,54099,MCAT/Equivalent,5+ years
Indiana Global University,MS Artificial Intelligence,28572,Entrance Exam,2 years
Indiana Global University,MBA,20185,GMAT/GRE/Entrance,2 years
New Jersey A&M,MS Artificial Intelligence,14468,Entrance Exam,2 years
New Jersey A&M,BBA,20215,Merit Based,3 or 4 years
New Jersey A&M,MD / Medical Degree,67568,MCAT/Equivalent,5+ years
New Jersey A&M,B.A. Economics,21846,Merit Based,3 or 4 years
Phoenix State University,B.A. Economics,18838,Merit Based,3 or 4 years
Phoenix State University,MD / Medical Degree,46104,MCAT/Equivalent,5+ years
Phoenix State University,BBA,21911,Merit Based,3 or 4 years
Albuquerque State University,B.A. Economics,11513,Merit Based,3 or 4 years
Albuquerque State University,MBA,22661,GMAT/GRE/Entrance,2 years
Albuquerque State University,M.Sc Data Science,26049,Entrance/GRE,2 years
Louisville Tech,B.Tech Computer Science,25482,Entrance Exam,4 years
Louisville Tech,MBA,25201,GMAT/GRE/Entrance,2 years
Louisville Tech,MD / Medical Degree,52311,MCAT/Equivalent,5+ years
Fresno State University,B.Tech Computer Science,27804,Entrance Exam,4 years
Fresno State University,MS Artificial Intelligence,25202,Entrance Exam,2 years
Fresno State University,BBA,20303,Merit Based,3 or 4 years
Atlanta State University,B.Tech Computer Science,28497,Entrance Exam,4 years
Atlanta State University,B.Sc Physics,15957,Merit Based,3 or 4 years
Atlanta State University,B.A. Economics,14193,Merit Based,3 or 4 years
Colorado State University,BBA,23214,Merit Based,3 or 4 years
Colorado State University,B.A. Economics,12426,Merit Based,3 or 4 years
Colorado State University,MD / Medical Degree,54590,MCAT/Equivalent,5+ years
Colorado State University,B.Tech Computer Science,22393,Entrance Exam,4 years
University of Albuquerque,MD / Medical Degree,40600,MCAT/Equivalent,5+ years
University of Albuquerque,B.A. Economics,16841,Merit Based,3 or 4 years
University of Albuquerque,M.Sc Data Science,34803,Entrance/GRE,2 years
Washington Institute of Technology,B.Tech Computer Science,19825,Entrance Exam,4 years
Washington Institute of Technology,MD / Medical Degree,56219,MCAT/Equivalent,5+ years
Washington Institute of Technology,MBA,21098,GMAT/GRE/Entrance,2 years
New Mexico Institute of Technology,B.A. Economics,16343,Merit Based,3 or 4 years
New Mexico Institute of Technology,B.Tech Computer Science,23857,Entrance Exam,4 years
New Mexico Institute of Technology,MD / Medical Degree,63359,MCAT/Equivalent,5+ years
New Mexico Institute of Technology,B.Sc Physics,10205,Merit Based,3 or 4 years
University of Tennessee,MD / Medical Degree,55605,MCAT/Equivalent,5+ years
University of Tennessee,MS Artificial Intelligence,19233,Entrance Exam,2 years
University of Tennessee,M.Sc Data Science,15270,Entrance/GRE,2 years
San Jose State University,MS Artificial Intelligence,16434,Entrance Exam,2 years
San Jose State University,MD / Medical Degree,50394,MCAT/Equivalent,5+ years
San Jose State University,MBA,40804,GMAT/GRE/Entrance,2 years
